column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	11151	2	34	300216	26.92	27	27	28	1	26	29	9802	89	1106	153	1	11151
2	11151	2	34	292225	26.21	25	27	32	7	15	34	1220	137	211	9580	3	11151
3	11151	2	34	218512	19.60	18	18	18	0	18	18	355	6776	262	3752	6	11151
4	11151	2	34	188298	16.89	15	15	15	0	15	15	356	2099	7381	1309	6	11151
5	11151	2	34	254622	22.83	15	27	27	12	2	34	257	301	10198	389	6	11151
6	11151	2	38	190232	17.06	14	14	16	2	11	19	3767	284	6608	485	7	11151
7	11151	2	38	263449	23.63	15	26	29	14	2	38	10023	207	547	368	6	11151
8	11151	2	38	190862	17.12	14	14	16	2	11	19	2409	205	8152	378	7	11151
9	11151	2	38	206545	18.52	14	16	26	12	2	38	9110	183	1465	387	6	11151
10	11151	2	38	207669	18.62	14	16	26	12	2	38	1373	192	9190	389	7	11151
11	11151	2	38	187146	16.78	15	15	16	1	14	17	692	5682	4382	388	7	11151
12	11151	2	38	225869	20.26	14	16	28	14	2	38	330	904	9551	359	7	11151
13	11151	2	38	200273	17.96	14	14	26	12	2	38	384	367	5911	4482	7	11151
14	11151	2	38	195856	17.56	14	14	16	2	11	19	367	8510	890	1377	7	11151
15	11151	2	38	210963	18.92	14	14	26	12	2	38	362	1014	9276	493	6	11151
16	11151	2	38	199223	17.87	14	14	24	10	2	38	330	374	3781	6659	7	11151
17	11151	2	38	223816	20.07	14	15	27	13	2	38	296	222	9375	1252	6	11151
18	11151	2	38	220576	19.78	14	15	26	12	2	38	267	279	2410	8188	7	11151
19	11151	2	38	191027	17.13	14	16	16	2	11	19	6611	267	997	3269	7	11151
20	11150	2	38	206395	18.51	15	16	24	9	2	37	1226	248	9027	643	6	11151
21	11149	2	38	266029	23.86	16	27	28	12	2	38	300	194	10333	315	7	11151
22	11149	2	38	324649	29.12	24	33	36	12	6	38	232	182	10452	277	6	11151
23	11148	2	38	185522	16.64	14	14	16	2	11	19	2351	241	8176	373	7	11151
24	11141	2	38	216613	19.44	14	15	25	11	2	38	9704	233	886	312	6	11151
25	11141	2	38	288589	25.90	16	27	33	17	2	38	10227	206	409	292	7	11151
26	11141	2	38	183875	16.50	14	15	16	2	11	19	4892	197	5718	327	7	11151
27	11141	2	38	211708	19.00	16	16	25	9	3	38	9259	212	1323	340	7	11151
28	11141	2	38	199771	17.93	16	16	16	0	16	16	1789	213	8815	317	7	11151
29	11141	2	38	188706	16.94	15	16	16	1	14	17	987	270	5282	4595	7	11151
30	11131	2	38	204469	18.37	14	16	24	10	2	38	406	219	9385	1114	7	11151
31	11127	2	38	209543	18.83	15	16	25	10	2	38	342	256	2518	8005	6	11151
32	11127	2	38	189525	17.03	16	16	16	0	16	16	6436	257	1131	3296	7	11151
