column	count	min	max	sum	mean	Q1	med	Q3	IQR	lW	rW	A_Count	C_Count	G_Count	T_Count	N_Count	Max_count
1	40418	2	34	1085317	26.85	27	27	28	1	26	29	36922	138	2998	355	5	40418
2	40413	2	34	1043000	25.81	25	27	28	3	21	32	3484	335	502	36086	6	40418
3	40413	2	34	799595	19.79	18	18	18	0	18	18	730	24625	540	14509	9	40418
4	40413	2	34	706004	17.47	15	15	15	0	15	15	823	6036	29274	4272	8	40418
5	40411	2	34	948538	23.47	15	27	27	12	2	34	552	685	38383	784	7	40418
6	40411	2	38	676947	16.75	14	14	16	2	11	19	15502	605	23239	1057	8	40418
7	40411	2	38	927339	22.95	15	26	28	13	2	38	38055	399	1365	585	7	40418
8	40411	2	38	682362	16.89	14	14	16	2	11	19	8845	405	30412	742	7	40418
9	40407	2	38	747380	18.50	14	16	26	12	2	38	34560	496	4637	709	5	40418
10	40407	2	38	731248	18.10	14	16	16	2	11	19	5198	445	33994	763	7	40418
11	40407	2	38	673232	16.66	15	15	16	1	14	17	2255	22327	14958	861	6	40418
12	40407	2	38	771837	19.10	14	14	26	12	2	38	700	3124	35921	655	7	40418
13	40407	2	38	711546	17.61	14	14	16	2	11	19	1045	1499	23146	14710	7	40418
14	40407	2	38	725374	17.95	14	14	24	10	2	38	1096	31929	2831	4544	7	40418
15	40407	2	38	768757	19.03	14	14	26	12	2	38	757	3937	34414	1292	7	40418
16	40407	2	38	709507	17.56	14	14	24	10	2	38	911	1635	14647	23207	7	40418
17	40407	2	38	821864	20.34	14	16	27	13	2	38	710	665	35337	3688	7	40418
18	40407	2	38	768117	19.01	14	15	25	11	2	38	667	563	10593	28578	6	40418
19	40407	2	38	694179	17.18	14	16	16	2	11	19	26948	658	3179	9618	4	40418
20	40407	2	38	759556	18.80	14	16	25	11	2	38	4360	491	33838	1713	5	40418
21	40407	2	38	984760	24.37	16	27	28	12	2	38	765	335	38691	608	8	40418
22	40407	2	38	1181737	29.25	25	33	36	11	9	38	491	352	39051	506	7	40418
23	40404	2	38	666315	16.49	14	14	16	2	11	19	9753	580	29160	908	3	40418
24	40404	2	38	791331	19.59	14	15	25	11	2	38	37100	493	2206	598	7	40418
